"","coord1D","coord2D"
"Legislator 535",-0.383264250168576,-0.0104243732035268
"Legislator 536",-0.406253435150121,-0.0368181812981982
"Legislator 537",-0.409732591001982,-0.0193980176779917
"Legislator 538",-0.397985989620669,-0.0249361714600239
"Legislator 539",0.880852701435504,-0.138989189561975
"Legislator 540",0.911290840402444,-0.080231527838602
"Legislator 541",-0.390507788638978,-0.0140740003348778
"Legislator 542",-0.40348689732508,-0.0696122118817595
"Legislator 543",-0.372677738608017,0.108921770297376
"Legislator 544",0.891716445973671,-0.110139791543422
"Legislator 545",-0.459111559057692,-0.0526167692809324
"Legislator 546",-0.377472803279912,0.101697108426451
"Legislator 547",-0.403486897325082,-0.0525652145237301
"Legislator 548",-0.409732591001982,-0.0193980176779917
"Legislator 549",-0.396567859701874,-0.0261484234893705
"Legislator 550",-0.454162856796852,-0.169202932835079
"Legislator 551",-0.387597825017328,-0.0588110191400336
"Legislator 552",-0.387666809424694,-0.066405779963665
"Legislator 553",-0.372096613252127,0.0502907842185952
"Legislator 554",0.325569112541644,0.622122485521231
"Legislator 555",0.772023477684789,-0.163596038774666
"Legislator 556",-0.40348689732508,-0.156216099195971
"Legislator 557",0.884559139923113,-0.11812052677837
"Legislator 558",-0.392112308540988,-0.0541480784001204
"Legislator 559",-0.384342948558469,-0.0239512981997038
"Legislator 560",-0.403486897325082,-0.0766481561975884
"Legislator 561",0.876939320263916,-0.142561792825058
"Legislator 562",0.907430749163834,-0.125612486818693
"Legislator 563",0.872701242237423,-0.161146268063945
"Legislator 564",-0.405471680027866,-0.0633261330118371
"Legislator 565",0.874250988462297,-0.142783034858298
"Legislator 566",0.877611154010643,-0.141529710061053
"Legislator 567",-0.390793219318677,-0.029219282820867
"Legislator 568",0.888581389336369,-0.133986136002548
"Legislator 569",-0.403486897325081,-0.0243009851496345
"Legislator 570",-0.403599016810618,0.00105724009822661
"Legislator 571",-0.467445153041629,-0.13303642649886
"Legislator 572",-0.410237148642324,0.0055911859272361
"Legislator 573",-0.40060297537498,-0.0287013006910435
"Legislator 574",-0.403486897325081,-0.0872270658405227
"Legislator 575",-0.360579088512817,-0.0563267700684335
"Legislator 576",-0.434420847837285,-0.0632961084709256
"Legislator 577",-0.411116180510376,-0.0809635267624485
"Legislator 578",0.911835237867607,-0.089563727485156
"Legislator 579",-0.409732591001982,-0.0193980176779917
"Legislator 580",-0.397952636423112,-0.0708469765271752
"Legislator 581",0.234294035700312,0.658408607061358
"Legislator 582",-0.422375443833996,-0.132496492345388
"Legislator 583",0.907849003988899,-0.151878190477638
"Legislator 584",0.0723428634076735,0.811241464427761
"Legislator 585",0.872768932470341,-0.170384000970836
"Legislator 586",0.894036831557148,-0.103757239269825
"Legislator 587",-0.381906226900181,-0.0590542398682434
"Legislator 588",-0.416330911599023,-0.0500134389525981
"Legislator 589",-0.404645428849854,-0.033436996067724
"Legislator 590",0.911073274518175,-0.0917390378707179
"Legislator 591",0.88008362978284,-0.131615308646467
"Legislator 592",0.620721043770844,-0.442992090599474
"Legislator 593",0.304349468464374,0.589149660851671
"Legislator 594",0.910086721773613,-0.194509689399496
"Legislator 595",-0.321060181392859,-0.326106624498695
"Legislator 596",-0.403440147861645,-0.0570705151412224
"Legislator 597",-0.403486897325082,-0.064661211400893
"Legislator 598",0.298480567666912,0.179096185353085
"Legislator 599",0.77621237281435,-0.301413112998012
"Legislator 600",-0.386586220940195,-0.072040551312181
"Legislator 601",-0.407361881047086,-0.0891510967611819
"Legislator 602",-0.429310551524897,-0.0100763556395202
"Legislator 603",0.279978882422471,0.738331385847878
"Legislator 604",-0.403486897325081,-0.0761221584317857
"Legislator 605",0.908716461330752,-0.102605847563688
"Legislator 606",0.908355011977473,-0.0854782235018251
"Legislator 607",0.896907652678567,-0.13299261927805
"Legislator 608",-0.403440147861645,-0.0493529954149221
"Legislator 609",0.698762293360682,-0.365529076955083
"Legislator 610",-0.405560382048795,-1.62792956198698e-16
"Legislator 611",-0.397952636423112,-0.0708469765271752
"Legislator 612",-0.351060315690854,0.00687443766631799
"Legislator 613",-0.378683459485277,-0.0640784481995239
"Legislator 614",-0.418990407087467,-0.122677418575666
"Legislator 615",-0.403661933335352,-0.0777310614394473
"Legislator 616",-0.409013477962338,-0.0428685592909389
"Legislator 617",0.321919475982372,0.630709840107953
"Legislator 618",-0.393379194001659,-0.0392736482669182
"Legislator 619",0.908899731464106,-0.0833689099515617
"Legislator 620",-0.40348689732508,-0.0701694050486603
"Legislator 621",0.912811731007209,-0.100795281291403
"Legislator 622",-0.420188625665123,-0.0662317483186017
"Legislator 623",0.258916392923103,0.696820129527197
"Legislator 624",-0.403599016810618,0.00105724009822662
"Legislator 625",0.882759938050191,-0.12523877243256
"Legislator 626",-0.415646461301659,-0.0654273216305468
"Legislator 627",0.91819238420476,-0.151576876605778
"Legislator 628",-0.38129666508014,0.0518730128089152
"Legislator 629",0.886185280052777,-0.131675727825327
"Legislator 630",-0.410778757634978,-0.044728798993717
"Legislator 631",0.234335733918776,0.656288518089434
"Legislator 632",0.949303339364395,-0.136307942581695
"Legislator 633",0.156738674075469,0.690344728135775
"Legislator 634",-0.43300478663199,-0.075514865431244
"Legislator 635",-0.403486897325081,-0.0277107696676091
"Legislator 636",0.951824203022291,-0.0908075422385664
"Legislator 637",0.889365788393432,-0.154274317672943
"Legislator 638",-0.422375443833996,-0.132496492345388
"Legislator 639",0.880702713147559,-0.148586430639652
"Legislator 640",0.197582602341863,0.650435081933784
"Legislator 641",0.874687797197883,-0.174413501874884
"Legislator 642",0.906151228065638,-0.114376158673862
"Legislator 643",-0.403486897325081,-0.0611463038524274
"Legislator 644",-0.408434519204895,-0.0418813735491878
"Legislator 645",-0.360123220261268,0.00715934294290718
"Legislator 646",0.279108475341603,0.658788999621852
"Legislator 647",-0.405513632585355,-0.105691047953166
"Legislator 648",0.883166910816545,-0.112979647063554
"Legislator 649",-0.403486897325083,-0.094981510605327
"Legislator 650",-0.379910956897193,0.0102809222567912
"Legislator 651",0.901725749151872,-0.128295971990996
"Legislator 652",0.919884768591611,-0.118548940733595
"Legislator 653",-0.408975547628528,-0.0841378367858131
"Legislator 654",-0.334368437158592,0.112994603338928
"Legislator 655",-0.354077931101149,0.0523028834585962
"Legislator 656",0.354396923090398,-0.829588987230285
"Legislator 657",-0.422839040060497,-0.0577705268548507
"Legislator 658",-0.377575309719903,-0.0185801465017125
"Legislator 659",-0.516195448315329,-0.159378268903007
"Legislator 660",-0.455343839463082,-0.00776858743942249
"Legislator 661",-0.379467931032555,-0.0663813767113174
"Legislator 662",-0.395182757204527,-0.0372182711893917
"Legislator 663",0.912631259282726,-0.10182673577111
"Legislator 664",0.88692834017816,-0.147127872366895
